country_name,vaccine_name,missing_data_count
Slovakia,Yellow fever vaccine,57
Ukraine,Yellow fever vaccine,57
United Kingdom of Great Britain and Northern Ireland,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",57
United Republic of Tanzania,"Hib, 3rd dose",57
United States of America,"Vitamin A, 1st dose",57
Yemen,"Rubella-containing vaccine, 1st dose",57
Afghanistan,"Hib, 3rd dose",56
Algeria,Yellow fever vaccine,56
Andorra,BCG (Baccille Calmette Guérin) vaccine,56
Armenia,Yellow fever vaccine,56
Belgium,"Measles-containing vaccine, 2nd dose",56
Benin,"Vitamin A, 1st dose",56
Burkina Faso,"HepB, 3rd dose",56
Burkina Faso,"Rubella-containing vaccine, 1st dose",56
Central African Republic,"Hib, 3rd dose",56
Chile,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",56
Comoros,"Hib, 3rd dose",56
Croatia,Yellow fever vaccine,56
Djibouti,"HepB, 3rd dose",56
Dominica,Yellow fever vaccine,56
Germany,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",56
Guinea,"Vitamin A, 1st dose",56
Jordan,"Vitamin A, 1st dose",56
Kazakhstan,Yellow fever vaccine,56
Latvia,Yellow fever vaccine,56
Libya,"Vitamin A, 1st dose",56
Libya,Yellow fever vaccine,56
Mexico,"HepB, birth dose (given within 24 hours of birth)",56
Namibia,Yellow fever vaccine,56
Niue,Yellow fever vaccine,56
Palau,BCG (Baccille Calmette Guérin) vaccine,56
Rwanda,"Rubella-containing vaccine, 1st dose",56
Saint Lucia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",56
San Marino,BCG (Baccille Calmette Guérin) vaccine,56
Switzerland,Yellow fever vaccine,56
Turkmenistan,Yellow fever vaccine,56
Viet Nam,"Measles-containing vaccine, 2nd dose",56
Afghanistan,"HepB, 3rd dose",55
Cabo Verde,"Measles-containing vaccine, 2nd dose",55
Chad,"HepB, 3rd dose",55
Congo,"HepB, 3rd dose",55
Congo,"Hib, 3rd dose",55
Czechia,Yellow fever vaccine,55
Ecuador,"Vitamin A, 1st dose",55
Gabon,"Hib, 3rd dose",55
Kuwait,"Vitamin A, 1st dose",55
Kuwait,Yellow fever vaccine,55
Lithuania,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",55
Netherlands (Kingdom of the),"HepB, 3rd dose",55
New Zealand,"HepB, birth dose (given within 24 hours of birth)",55
New Zealand,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",55
North Macedonia,Yellow fever vaccine,55
Norway,BCG (Baccille Calmette Guérin) vaccine,55
Peru,"Vitamin A, 1st dose",55
Poland,Yellow fever vaccine,55
Romania,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",55
Russian Federation,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",55
Seychelles,"Hib, 3rd dose",55
Sierra Leone,"Hib, 3rd dose",55
Sudan,"HepB, 3rd dose",55
Tunisia,"Hib, 3rd dose",55
Andorra,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",54
Azerbaijan,Yellow fever vaccine,54
Belarus,"Vitamin A, 1st dose",54
Belgium,"HepB, 3rd dose",54
Belize,"HepB, birth dose (given within 24 hours of birth)",54
Cameroon,"Hib, 3rd dose",54
Canada,"HepB, 3rd dose",54
Côte d'Ivoire,"HepB, birth dose (given within 24 hours of birth)",54
Finland,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",54
Georgia,Yellow fever vaccine,54
Guam,"Vitamin A, 1st dose",54
Kyrgyzstan,"Vitamin A, 1st dose",54
Liberia,"HepB, 3rd dose",54
Luxembourg,BCG (Baccille Calmette Guérin) vaccine,54
Luxembourg,Yellow fever vaccine,54
Myanmar,"Vitamin A, 1st dose",54
Nigeria,"Vitamin A, 1st dose",54
Slovenia,Yellow fever vaccine,54
Togo,"HepB, 3rd dose",54
United Republic of Tanzania,"Rubella-containing vaccine, 1st dose",54
Angola,"HepB, 3rd dose",53
Austria,"HepB, 3rd dose",53
Canada,"DTP-containing vaccine, 3rd dose",53
Canada,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",53
Canada,Yellow fever vaccine,53
"China, Hong Kong SAR","Hib, 3rd dose",53
"China, Hong Kong SAR","Tetanus toxoid-containing vaccine, 2nd and subsequent doses",53
"China, Hong Kong SAR",Yellow fever vaccine,53
Indonesia,"Vitamin A, 1st dose",53
Lesotho,"Hib, 3rd dose",53
Luxembourg,"HepB, 3rd dose",53
Nepal,"Rubella-containing vaccine, 1st dose",53
Saint Lucia,"HepB, birth dose (given within 24 hours of birth)",53
Bhutan,"Measles-containing vaccine, 2nd dose",52
China,"Rubella-containing vaccine, 1st dose",52
"China, Hong Kong SAR","Vitamin A, 1st dose",52
Dominica,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",52
Ethiopia,"Hib, 3rd dose",52
Greece,"Hib, 3rd dose",52
Guam,BCG (Baccille Calmette Guérin) vaccine,52
Iceland,BCG (Baccille Calmette Guérin) vaccine,52
India,"Measles-containing vaccine, 2nd dose",52
Marshall Islands,Yellow fever vaccine,52
Monaco,"Measles-containing vaccine, 2nd dose",52
Mozambique,"Vitamin A, 1st dose",52
Namibia,"Rubella-containing vaccine, 1st dose",52
Nauru,"Hib, 3rd dose",52
New Zealand,"Measles-containing vaccine, 2nd dose",52
Republic of Moldova,Yellow fever vaccine,52
Slovakia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",52
Solomon Islands,"Hib, 3rd dose",52
South Sudan,"HepB, birth dose (given within 24 hours of birth)",52
Tokelau,"Vitamin A, 1st dose",52
United States of America,Yellow fever vaccine,52
Azerbaijan,"Hib, 3rd dose",51
Bosnia and Herzegovina,Yellow fever vaccine,51
Burkina Faso,"Vitamin A, 1st dose",51
Chile,Yellow fever vaccine,51
Cyprus,"Hib, 3rd dose",51
Czechia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",51
Djibouti,"Hib, 3rd dose",51
Dominica,"HepB, 3rd dose",51
Ghana,"Rubella-containing vaccine, 1st dose",51
Guam,"Measles-containing vaccine, 2nd dose",51
Kiribati,"Vitamin A, 1st dose",51
Kyrgyzstan,"Hib, 3rd dose",51
Malaysia,"Measles-containing vaccine, 2nd dose",51
Marshall Islands,"Vitamin A, 1st dose",51
Mauritania,"HepB, 3rd dose",51
Morocco,"Measles-containing vaccine, 2nd dose",51
Namibia,"HepB, 3rd dose",51
Niger,"Hib, 3rd dose",51
San Marino,Yellow fever vaccine,51
Senegal,"Rubella-containing vaccine, 1st dose",51
United Kingdom of Great Britain and Northern Ireland,BCG (Baccille Calmette Guérin) vaccine,51
Venezuela (Bolivarian Republic of),"Measles-containing vaccine, 2nd dose",51
Algeria,"Hib, 3rd dose",50
Andorra,"Rotavirus, last dose",50
Andorra,Yellow fever vaccine,50
Antigua and Barbuda,"Rotavirus, last dose",50
Armenia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",50
Bangladesh,"Rotavirus, last dose",50
Bangladesh,"Rubella-containing vaccine, 1st dose",50
Barbados,"Rotavirus, last dose",50
Cambodia,"Rotavirus, last dose",50
Cameroon,"HepB, 3rd dose",50
Chile,"Rotavirus, last dose",50
China,"Rotavirus, last dose",50
Comoros,"Rotavirus, last dose",50
Croatia,"Rotavirus, last dose",50
Cyprus,"Rotavirus, last dose",50
Czechia,"Rotavirus, last dose",50
Côte d'Ivoire,"Hib, 3rd dose",50
Democratic People's Republic of Korea,"Rotavirus, last dose",50
Denmark,"Rotavirus, last dose",50
Dominica,"Rotavirus, last dose",50
Egypt,"Rotavirus, last dose",50
Egypt,"Vitamin A, 1st dose",50
Equatorial Guinea,"Rotavirus, last dose",50
Equatorial Guinea,"Vitamin A, 1st dose",50
Fiji,"Measles-containing vaccine, 2nd dose",50
Gabon,"Rotavirus, last dose",50
Hungary,"Rotavirus, last dose",50
Iran (Islamic Republic of),"Rotavirus, last dose",50
Italy,"DTP-containing vaccine, 1st dose",50
Jamaica,"Rotavirus, last dose",50
Kyrgyzstan,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",50
Lao People's Democratic Republic,"Rotavirus, last dose",50
Latvia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",50
Libya,"Hib, 3rd dose",50
Madagascar,"Vitamin A, 1st dose",50
Malaysia,"Hib, 3rd dose",50
Malaysia,"Rotavirus, last dose",50
Maldives,"Rotavirus, last dose",50
Malta,"Rotavirus, last dose",50
Mongolia,"Rotavirus, last dose",50
Namibia,"Hib, 3rd dose",50
Netherlands (Kingdom of the),"Rotavirus, last dose",50
Papua New Guinea,"Rotavirus, last dose",50
Philippines,"Rubella-containing vaccine, 1st dose",50
Portugal,"Rotavirus, last dose",50
Republic of Korea,"Rotavirus, last dose",50
Romania,"Rotavirus, last dose",50
Russian Federation,"Rotavirus, last dose",50
Saint Kitts and Nevis,"Rotavirus, last dose",50
Saint Lucia,"Rotavirus, last dose",50
Saint Vincent and the Grenadines,"Rotavirus, last dose",50
San Marino,"Rotavirus, last dose",50
Serbia,"Rotavirus, last dose",50
Slovakia,"Rotavirus, last dose",50
Slovenia,"Rotavirus, last dose",50
Slovenia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",50
Somalia,"Rotavirus, last dose",50
Sri Lanka,"Rotavirus, last dose",50
Sri Lanka,"Vitamin A, 1st dose",50
Suriname,"Rotavirus, last dose",50
Sweden,"Measles-containing vaccine, 2nd dose",50
Switzerland,"Rotavirus, last dose",50
Syrian Arab Republic,"Rotavirus, last dose",50
Tunisia,"Rotavirus, last dose",50
Türkiye,"Hib, 3rd dose",50
Türkiye,"Rotavirus, last dose",50
Uruguay,"Rotavirus, last dose",50
Uzbekistan,Yellow fever vaccine,50
Viet Nam,"Rotavirus, last dose",50
Azerbaijan,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",49
Bhutan,"Vitamin A, 1st dose",49
Burkina Faso,"Hib, 3rd dose",49
Central African Republic,"Rotavirus, last dose",49
Chad,"Hib, 3rd dose",49
Chile,"HepB, 3rd dose",49
Cuba,"Rotavirus, last dose",49
Egypt,"HepB, birth dose (given within 24 hours of birth)",49
French Polynesia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",49
French Polynesia,"Vitamin A, 1st dose",49
French Polynesia,Yellow fever vaccine,49
Georgia,"Hib, 3rd dose",49
Grenada,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",49
Guatemala,"HepB, 3rd dose",49
Guinea,"HepB, 3rd dose",49
Guinea,"Hib, 3rd dose",49
Iceland,"Rotavirus, last dose",49
Kiribati,"Rubella-containing vaccine, 1st dose",49
Mongolia,"Hib, 3rd dose",49
Nigeria,"HepB, 3rd dose",49
Oman,"Rotavirus, last dose",49
Poland,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",49
San Marino,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",49
Serbia,"HepB, birth dose (given within 24 hours of birth)",49
Tajikistan,"Hib, 3rd dose",49
Tokelau,Yellow fever vaccine,49
Trinidad and Tobago,"Rotavirus, last dose",49
Ukraine,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",49
United States of America,"Measles-containing vaccine, 2nd dose",49
Belize,"Pneumococcal conjugate vaccine, final dose",48
Belize,"Rotavirus, last dose",48
Brunei Darussalam,"Rotavirus, last dose",48
Cabo Verde,"Rotavirus, last dose",48
Chad,"Rotavirus, last dose",48
China,"HepB, 3rd dose",48
China,"Pneumococcal conjugate vaccine, final dose",48
Comoros,"Pneumococcal conjugate vaccine, final dose",48
Croatia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",48
Czechia,"Pneumococcal conjugate vaccine, final dose",48
Democratic People's Republic of Korea,"Pneumococcal conjugate vaccine, final dose",48
Dominica,"HepB, birth dose (given within 24 hours of birth)",48
Dominica,"Pneumococcal conjugate vaccine, final dose",48
Ecuador,"Measles-containing vaccine, 2nd dose",48
Egypt,"Pneumococcal conjugate vaccine, final dose",48
Equatorial Guinea,"Pneumococcal conjugate vaccine, final dose",48
Eritrea,Yellow fever vaccine,48
Estonia,"Pneumococcal conjugate vaccine, final dose",48
France,"HepB, 3rd dose",48
France,"Rotavirus, last dose",48
Gabon,"Pneumococcal conjugate vaccine, final dose",48
Gambia,"Vitamin A, 1st dose",48
Georgia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",48
Greece,BCG (Baccille Calmette Guérin) vaccine,48
Greece,"HepB, 3rd dose",48
Grenada,"Rotavirus, last dose",48
Guam,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",48
Guinea,"Rotavirus, last dose",48
India,"HepB, 3rd dose",48
Iran (Islamic Republic of),"Pneumococcal conjugate vaccine, final dose",48
Kazakhstan,"Rotavirus, last dose",48
Lao People's Democratic Republic,"Rubella-containing vaccine, 1st dose",48
Liberia,"Hib, 3rd dose",48
Libya,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",48
Maldives,"Pneumococcal conjugate vaccine, final dose",48
Micronesia (Federated States of),"Vitamin A, 1st dose",48
Niue,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",48
Pakistan,"HepB, 3rd dose",48
Philippines,"Measles-containing vaccine, 2nd dose",48
Portugal,"Measles-containing vaccine, 2nd dose",48
Saint Kitts and Nevis,"Pneumococcal conjugate vaccine, final dose",48
Saint Lucia,"Pneumococcal conjugate vaccine, final dose",48
Saint Vincent and the Grenadines,"Pneumococcal conjugate vaccine, final dose",48
Senegal,"HepB, 3rd dose",48
Senegal,"HepB, birth dose (given within 24 hours of birth)",48
Somalia,"Pneumococcal conjugate vaccine, final dose",48
Sri Lanka,"Pneumococcal conjugate vaccine, final dose",48
Suriname,"HepB, 3rd dose",48
Suriname,"Pneumococcal conjugate vaccine, final dose",48
Syrian Arab Republic,"Pneumococcal conjugate vaccine, final dose",48
Togo,"Hib, 3rd dose",48
Tonga,"Hib, 3rd dose",48
United Republic of Tanzania,"Vitamin A, 1st dose",48
Viet Nam,"Pneumococcal conjugate vaccine, final dose",48
Zambia,"HepB, 3rd dose",48
Angola,"Hib, 3rd dose",47
Antigua and Barbuda,"Pneumococcal conjugate vaccine, final dose",47
Azerbaijan,"Rotavirus, last dose",47
Bangladesh,"HepB, 3rd dose",47
Bhutan,"Rotavirus, last dose",47
"China, Macao SAR","Vitamin A, 1st dose",47
Cuba,"Pneumococcal conjugate vaccine, final dose",47
Grenada,"Pneumococcal conjugate vaccine, final dose",47
Guam,Yellow fever vaccine,47
Indonesia,"Rotavirus, last dose",47
Lebanon,"Rotavirus, last dose",47
Luxembourg,"Hib, 3rd dose",47
Mali,"Vitamin A, 1st dose",47
Montenegro,"Rotavirus, last dose",47
Nepal,"HepB, 3rd dose",47
Pakistan,"Measles-containing vaccine, 2nd dose",47
Saint Vincent and the Grenadines,"HepB, 3rd dose",47
Sao Tome and Principe,"HepB, 3rd dose",47
Solomon Islands,"Rubella-containing vaccine, 1st dose",47
Spain,"Rotavirus, last dose",47
Spain,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",47
Thailand,"Pneumococcal conjugate vaccine, final dose",47
Tonga,"Rotavirus, last dose",47
United Kingdom of Great Britain and Northern Ireland,"DTP-containing vaccine, 1st dose",47
United States of America,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",47
Viet Nam,"HepB, 3rd dose",47
Armenia,"Hib, 3rd dose",46
Austria,"Hib, 3rd dose",46
Austria,"Pneumococcal conjugate vaccine, final dose",46
Belarus,Yellow fever vaccine,46
Brunei Darussalam,"Pneumococcal conjugate vaccine, final dose",46
Burundi,"HepB, 3rd dose",46
Cabo Verde,"Pneumococcal conjugate vaccine, final dose",46
Cabo Verde,"Rubella-containing vaccine, 1st dose",46
Chad,"Pneumococcal conjugate vaccine, final dose",46
"China, Macao SAR",Yellow fever vaccine,46
Costa Rica,"Measles-containing vaccine, 2nd dose",46
Czechia,"DTP-containing vaccine, 1st dose",46
Eritrea,"Rubella-containing vaccine, 1st dose",46
Guinea,"Pneumococcal conjugate vaccine, final dose",46
Guyana,"HepB, 3rd dose",46
Jamaica,"HepB, 3rd dose",46
Japan,"Rotavirus, last dose",46
Kazakhstan,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",46
Mauritius,"Hib, 3rd dose",46
Monaco,"HepB, 3rd dose",46
Morocco,"Hib, 3rd dose",46
Myanmar,"HepB, 3rd dose",46
Myanmar,"HepB, birth dose (given within 24 hours of birth)",46
Myanmar,"Measles-containing vaccine, 2nd dose",46
Netherlands (Kingdom of the),"DTP-containing vaccine, 1st dose",46
New Zealand,BCG (Baccille Calmette Guérin) vaccine,46
Poland,"Hib, 3rd dose",46
Republic of Moldova,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",46
Saint Vincent and the Grenadines,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",46
Slovenia,"Measles-containing vaccine, 2nd dose",46
Timor-Leste,"HepB, birth dose (given within 24 hours of birth)",46
Turkmenistan,"Hib, 3rd dose",46
Yemen,"Hib, 3rd dose",46
Bolivia (Plurinational State of),"HepB, 3rd dose",45
Bosnia and Herzegovina,"Rotavirus, last dose",45
Botswana,"Vitamin A, 1st dose",45
Democratic People's Republic of Korea,"Measles-containing vaccine, 2nd dose",45
Dominica,"Hib, 3rd dose",45
El Salvador,"HepB, birth dose (given within 24 hours of birth)",45
France,"Hib, 3rd dose",45
Gabon,"HepB, 3rd dose",45
Grenada,"HepB, birth dose (given within 24 hours of birth)",45
Ireland,"DTP-containing vaccine, 1st dose",45
Japan,"Measles-containing vaccine, 2nd dose",45
Madagascar,"HepB, 3rd dose",45
Monaco,"HepB, birth dose (given within 24 hours of birth)",45
Montenegro,"Pneumococcal conjugate vaccine, final dose",45
Northern Mariana Islands,"Vitamin A, 1st dose",45
Oman,"Hib, 3rd dose",45
Philippines,"Vitamin A, 1st dose",45
Romania,"DTP-containing vaccine, 1st dose",45
Russian Federation,"DTP-containing vaccine, 1st dose",45
Serbia,"DTP-containing vaccine, 1st dose",45
Serbia,"Hib, 3rd dose",45
Sri Lanka,"HepB, 3rd dose",45
Tajikistan,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",45
Timor-Leste,"Pneumococcal conjugate vaccine, final dose",45
Trinidad and Tobago,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",45
Zambia,"Vitamin A, 1st dose",45
Algeria,"HepB, 3rd dose",44
Algeria,"Rotavirus, last dose",44
Andorra,"DTP-containing vaccine, 1st dose",44
Andorra,"HepB, birth dose (given within 24 hours of birth)",44
Australia,"DTP-containing vaccine, 1st dose",44
Belarus,"Hib, 3rd dose",44
Belgium,"Hib, 3rd dose",44
Bosnia and Herzegovina,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",44
Canada,"Polio, 3rd dose",44
China,"Measles-containing vaccine, 2nd dose",44
Comoros,"HepB, 3rd dose",44
Ethiopia,"Vitamin A, 1st dose",44
Guatemala,"Hib, 3rd dose",44
Guinea-Bissau,Yellow fever vaccine,44
Jordan,"Pneumococcal conjugate vaccine, final dose",44
Kenya,"HepB, 3rd dose",44
Libya,"HepB, birth dose (given within 24 hours of birth)",44
Morocco,"Rubella-containing vaccine, 1st dose",44
Mozambique,"HepB, 3rd dose",44
Nauru,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",44
Palau,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",44
Republic of Moldova,"Hib, 3rd dose",44
South Sudan,Protection at birth (PAB) against neonatal tetanus,44
Switzerland,"Measles-containing vaccine, 2nd dose",44
Tajikistan,"Vitamin A, 1st dose",44
Ukraine,"Hib, 3rd dose",44
Ukraine,"Rotavirus, last dose",44
Afghanistan,"HepB, birth dose (given within 24 hours of birth)",43
Antigua and Barbuda,"Measles-containing vaccine, 2nd dose",43
Argentina,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",43
Bosnia and Herzegovina,"Pneumococcal conjugate vaccine, final dose",43
Cabo Verde,"HepB, 3rd dose",43
Cuba,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",43
Côte d'Ivoire,"Vitamin A, 1st dose",43
Ecuador,"Hib, 3rd dose",43
Kazakhstan,"Hib, 3rd dose",43
Lao People's Democratic Republic,"HepB, 3rd dose",43
Lao People's Democratic Republic,"HepB, birth dose (given within 24 hours of birth)",43
Lesotho,"Vitamin A, 1st dose",43
Malawi,"HepB, 3rd dose",43
Maldives,"Measles-containing vaccine, 2nd dose",43
Malta,"HepB, 3rd dose",43
Mexico,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",43
Mexico,"Vitamin A, 1st dose",43
Micronesia (Federated States of),Yellow fever vaccine,43
Monaco,BCG (Baccille Calmette Guérin) vaccine,43
North Macedonia,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",43
Paraguay,"HepB, 3rd dose",43
Portugal,"HepB, 3rd dose",43
Saint Kitts and Nevis,"HepB, birth dose (given within 24 hours of birth)",43
